course_id,lecture_id,lecture_index_global,lecture_title,lecture_duration,lecture_type,lecture_index_section,section_title,section_index
3812638,24657936,1,Introduction,01:10,lecture,1,The Planning,1
3812638,24658082,2,Plan your store,04:03,lecture,2,The Planning,1
3812638,24658092,3,Source your products,04:05,lecture,3,The Planning,1
3812638,24658098,4,Download Free Stock Images,02:34,lecture,4,The Planning,1
3812638,24658108,5,Create a free logo,04:41,lecture,5,The Planning,1
3812638,24658150,6,Creating a Shopify Store,05:31,lecture,1,Setting up your online shopify store,2
3812638,24658158,7,Modifying Shop Settings,05:58,lecture,2,Setting up your online shopify store,2
3812638,24658170,8,Creating Store Collections,04:10,lecture,3,Setting up your online shopify store,2
3812638,24658176,9,Adding Products,11:14,lecture,4,Setting up your online shopify store,2
3812638,24658184,10,Adding Pages,01:42,lecture,5,Setting up your online shopify store,2
3812638,24658202,11,What are Themes,06:53,lecture,6,Setting up your online shopify store,2
3812638,24658210,12,Customizing a theme: part1,11:50,lecture,7,Setting up your online shopify store,2
3812638,24658216,13,Customizing a theme: part 2,12:07,lecture,8,Setting up your online shopify store,2
3812638,24666472,14,Adding a custom domain name,05:55,lecture,9,Setting up your online shopify store,2
3812638,24667504,15,Interacting with Shopify Store,04:27,lecture,10,Setting up your online shopify store,2
3812638,26992396,16,Thank You,00:09,lecture,11,Setting up your online shopify store,2
