course_id,lecture_id,lecture_index_global,lecture_title,lecture_duration,lecture_type,lecture_index_section,section_title,section_index
1653432,10157682,1,What Does the Course Cover,03:38,lecture,1,Part 1: Introduction,1
1653432,19429600,2,Download All Resources,00:14,lecture,2,Part 1: Introduction,1
1653432,10151318,3,Why Are There So Many Business and Data Science Buzzwords?,05:21,lecture,1,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,10117236,4,Analysis vs Analytics,03:50,lecture,2,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,10117240,5,"Intro to Business Analytics, Data Analytics, and Data Science",08:26,lecture,3,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,4423032,1,"Intro to Business Analytics, Data Analytics, and Data Science",5 questions,quiz,4,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,10117246,6,"Adding Business Intelligence (BI), Machine Learning (ML), and AI to the Picture",09:31,lecture,5,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,4423034,2,"Adding Business Intelligence (BI), Machine Learning (ML), and AI to the Picture",2 questions,quiz,6,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,10117256,7,An Overview of our Data Science Infographic,04:03,lecture,7,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,4423036,3,An Overview of our Data Science Infographic,1 question,quiz,8,Intro to Data and Data Science - The Different Data Science Fields,2
1653432,10117274,8,"When are Traditional data, Big Data, BI, Traditional Data Science and ML applied",07:19,lecture,1,Intro to Data and Data Science - The Relationship between Different Fields,3
1653432,4423038,4,"When are Traditional data, Big Data, BI, Traditional Data Science and ML applied",1 question,quiz,2,Intro to Data and Data Science - The Relationship between Different Fields,3
1653432,10117282,9,Why do we Need each of these Disciplines?,04:44,lecture,1,Intro to Data and Data Science - What is the Purpose of each Data Science Field,4
1653432,4423040,5,Why do we Need each of these Disciplines?,1 question,quiz,2,Intro to Data and Data Science - What is the Purpose of each Data Science Field,4
1653432,10117288,10,Traditional Data: Techniques,08:13,lecture,1,Intro to Data and Data Science - Common Data Science Techniques,5
1653432,4423042,6,Traditional Data: Techniques,1 question,quiz,2,Intro to Data and Data Science - Common Data Science Techniques,5
