course_id,lecture_id,lecture_index_global,lecture_title,lecture_duration,lecture_type,lecture_index_section,section_title,section_index
3568329,22753753,1,Introduction,01:18,lecture,1,Getting Started with Notio,1
3568329,22753755,2,What is Notion,09:23,lecture,2,Getting Started with Notio,1
3568329,22753757,3,Overview of Notion,06:27,lecture,3,Getting Started with Notio,1
3568329,22753767,4,Creating Pages,05:02,lecture,4,Getting Started with Notio,1
3568329,22753771,5,Creating Sub Pages,02:46,lecture,5,Getting Started with Notio,1
3568329,22753773,6,Editing Page Contents,09:37,lecture,6,Getting Started with Notio,1
3568329,22753775,7,Using Templates,06:19,lecture,7,Getting Started with Notio,1
3568329,22753777,8,Inviting People to your team,04:47,lecture,8,Getting Started with Notio,1
3568329,22753781,9,Creating Databases,11:02,lecture,9,Getting Started with Notio,1
3568329,22778553,10,Creating Database Views,06:39,lecture,10,Getting Started with Notio,1
3568329,22778575,11,Creating Database Templates,03:26,lecture,11,Getting Started with Notio,1
3568329,22778597,12,Creating Database Relations,09:04,lecture,12,Getting Started with Notio,1
3568329,22778609,13,Creating Database Rollups,02:43,lecture,13,Getting Started with Notio,1
3568329,22778617,14,Creating Linked Databases,04:19,lecture,14,Getting Started with Notio,1
3568329,22797845,15,Creating a personal wiki,11:19,lecture,15,Getting Started with Notio,1
3568329,22797855,16,Publishing Notion Pages,03:08,lecture,16,Getting Started with Notio,1
3568329,22797857,17,Switching Notion Accounts,01:47,lecture,17,Getting Started with Notio,1
3568329,22797861,18,Creating Links and Backlinks,02:36,lecture,18,Getting Started with Notio,1
3568329,26992262,19,Thank You,00:09,lecture,19,Getting Started with Notio,1
